ID,nameString,scientificNameAuthorship,namePublishedInLiteral,namePublishedInYear,nomenclaturalStatus,basionymID,replacedNameID,basedOnID
https://tropicos.org/name/35154985,Leucoloma leucophyllum,Broth.,Die Natürlichen Pflanzenfamilien I(3): 322. 1901. (Nat. Pflanzenfam.),,legitimate,https://tropicos.org/name/35123679,,
https://tropicos.org/name/35121559,Dicranoloma leucophyllum,(Sande Lac.) Paris,"Index Bryologicus, editio secunda 2: 27. 1904. (Index Bryol. (ed. 2) )",,legitimate,https://tropicos.org/name/35123679,,
https://tropicos.org/name/35123680,Dicranum leucophyllum var. kurzii,M.Fleisch.,Die Musci der Flora von Buitenzorg 1: 85. 1904. (Musci Buitenzorg),,legitimate,,,
https://tropicos.org/name/35121560,Dicranoloma leucophyllum var. kurzii,(M.Fleisch.) Paris,"Index Bryologicus, editio secunda 2: 27. 1904. (Index Bryol. (ed. 2) )",,legitimate,https://tropicos.org/name/35123680,,
https://tropicos.org/name/35162124,Dicranoloma defoliatum,J.Froehl.,Revue Bryologique et Lichénologique 31: 91. 1962. (Rev. Bryol. Lichénol.),,legitimate,,,
https://tropicos.org/name/35186481,Dicranoloma damanhurii,B.C.Tan & Mohamed,"Cryptogamie: Bryologie, Lichénologie 11: 359. 1990. (Cryptog. Bryol. Lichénol.)",,legitimate,,,
https://tropicos.org/name/35204817,Dicranoloma leucophyllum f. rufescens,M.Fleisch.,Musci Frondosi Archipelagi Indici Exsiccati 453. 1908. (Musci Frond. Archip. Ind. Exsic.),,nudum,,,
https://tropicos.org/name/35184272,Dicranum cutlackii,D.H.Norris & T.J.Kop.,Acta Botanica Fennica 139: 38. 1990. (Acta Bot. Fenn.),,legitimate,,,
https://tropicos.org/name/35204724,Dicranoloma cutlackii,(D.H.Norris & T.J.Kop.) Klazenga,,,legitimate,https://tropicos.org/name/35184272,,
https://tropicos.org/name/35121509,Dicranoloma daymannianum,E.B.Bartram,Brittonia 9: 35. 1957. (Brittonia),,legitimate,,,
https://tropicos.org/name/35184274,Dicranum daymannianum,(E.B.Bartram) D.H.Norris & T.J.Kop.,Acta Botanica Fennica 139: 40. 1990. (Acta Bot. Fenn.),1990,,https://tropicos.org/name/35121509,,
https://tropicos.org/name/35121514,Dicranoloma dicarpon,(Nees) Paris,,,legitimate,https://tropicos.org/name/35122214,,
https://tropicos.org/name/35122214,Dicranum dicarpon,Nees,"Systema Vegetabilium, editio decima sexta 4(2) tcs: 322. 1827. (Syst. Veg. [Sprengel])",,legitimate,,,
https://tropicos.org/name/35154915,Leucoloma dicarpon,Broth.,Die Natürlichen Pflanzenfamilien I(3) tcs: 322. 1901. (Nat. Pflanzenfam.),,legitimate,https://tropicos.org/name/35122214,,
https://tropicos.org/name/35182608,Dicranoloma formosanum,Broth.,Annales Bryologici 1: 17. 1928. (Ann. Bryol.),,legitimate,,,
https://tropicos.org/name/35121483,Dicranoloma brassii,E.B.Bartram,Brittonia 9: 34. 1957. (Brittonia),,legitimate,,,
https://tropicos.org/name/35184079,Dicranoloma geluense,(Herzog) B.H.Allen,,,legitimate,https://tropicos.org/name/35128174,,
https://tropicos.org/name/35128174,Werneriobryum geluense,Herzog,Hedwigia 49: 122. f. 6. 1909. (Hedwigia),,legitimate,,,
https://tropicos.org/name/35184275,Dicranum geluense,D.H.Norris & T.J.Kop.,Acta Botanica Fennica 139: 43. 1990. (Acta Bot. Fenn.),,legitimate,https://tropicos.org/name/35128174,,
https://tropicos.org/name/35121542,Dicranoloma havilandii,Broth.,Mitteilungen aus dem Institut für Allgemeine Botanik in Hamburg 7(2) tcs: 117. 1928. (Mitt. Inst. Allg. Bot. Hamburg),,legitimate,,,
https://tropicos.org/name/35121609,Dicranoloma reflexum,(Müll.Hal.) Renauld,,,legitimate,https://tropicos.org/name/35124048,,
https://tropicos.org/name/35124048,Dicranum reflexum,Müll.Hal.,Synopsis Muscorum Frondosorum omnium hucusque Cognitorum 1: 373. 1848. (Syn. Musc. Frond.),,legitimate,,,
https://tropicos.org/name/35121608,Dicranoloma reflexifolium,Broth.,"Index Bryologicus, editio secunda 2: 29. 1904. (Index Bryol. (ed. 2) )",,legitimate,https://tropicos.org/name/35124046,,
https://tropicos.org/name/35124046,Dicranum reflexifolium,Müll.Hal.,Synopsis Muscorum Frondosorum omnium hucusque Cognitorum 1: 382. 1848. (Syn. Musc. Frond.),,legitimate,,,
https://tropicos.org/name/35155055,Leucoloma reflexifolium,Broth.,Die Natürlichen Pflanzenfamilien I(3) tcs: 322. 1901. (Nat. Pflanzenfam.),,legitimate,https://tropicos.org/name/35124046,,
https://tropicos.org/name/35122238,Dicranum dives,Bosch & Sande Lac.,Bryologia Javanica 1: 72. 59. 1858. (Bryol. Jav.),,legitimate,,,
https://tropicos.org/name/35154920,Leucoloma dives,Broth.,Die Natürlichen Pflanzenfamilien I(3) tcs: 322. 1901. (Nat. Pflanzenfam.),,legitimate,https://tropicos.org/name/35122238,,
https://tropicos.org/name/35121518,Dicranoloma dives,(Müll.Hal.ex Bosch & Sande Lac.) Paris,,,legitimate,https://tropicos.org/name/35122238,,
https://tropicos.org/name/35123686,Dicranum limprichtii,M.Fleisch.,Die Musci der Flora von Buitenzorg 1: 78. 1904. (Musci Buitenzorg),,legitimate,,,
https://tropicos.org/name/35121561,Dicranoloma limprichtii,Paris,"Index Bryologicus, editio secunda 2: 27. 1904. (Index Bryol. (ed. 2) )",,legitimate,https://tropicos.org/name/35123686,,
https://tropicos.org/name/35121606,Dicranoloma ramosii,Broth.,"The Philippine Journal of Science. Section C, Botany 5: 158. 1910. (Philipp. J. Sci., C.)",,legitimate,,,
https://tropicos.org/name/35121648,Dicranoloma tenuirete,Broth.,"The Philippine Journal of Science. Section C, Botany 13: 202. 1918. (Philipp. J. Sci., C.)",,legitimate,,,
https://tropicos.org/name/35121617,Dicranoloma rugifolium,E.B.Bartram,Lloydia 5: 251. pl. 1: f. 5. 1942. (Lloydia),,legitimate,,,
https://tropicos.org/name/35184276,Dicranum rigifolium,(E.B.Bartram) D.H.Norris & T.J.Kop.,Acta Botanica Fennica 139: 44. 1990. (Acta Bot. Fenn.),1990,,https://tropicos.org/name/35121617,,
https://tropicos.org/name/35200565,Dicranoloma steenisii,Klazenga,Blumea 41: 11. Illustrations. 1996. (Blumea),,legitimate,,,
https://tropicos.org/name/35158613,Cryptodicranum armitii,(Müll.Hal.) E.B.Bartram,,,legitimate,https://tropicos.org/name/35121907,,
https://tropicos.org/name/35121907,Dicranum armitii,Müll.Hal.,Hedwigia 36: 358. 1897. (Hedwigia),,legitimate,,,
https://tropicos.org/name/35154838,Leucoloma armitii,Broth.,Die Natürlichen Pflanzenfamilien I(3) tcs: 322. 1901. (Nat. Pflanzenfam.),,legitimate,https://tropicos.org/name/35121907,,
https://tropicos.org/name/35121457,Dicranoloma armitii,(Müll.Hal.) Paris,,,legitimate,https://tropicos.org/name/35121907,,
https://tropicos.org/name/35121494,Dicranoloma buruense,Broth. & Herzog,Hedwigia 66: 343. 1926. (Hedwigia),,legitimate,,,
https://tropicos.org/name/35121551,Dicranoloma johannis-winkleri,Broth.,Mitteilungen aus dem Institut für Allgemeine Botanik in Hamburg 7(2) tcs: 116. 1928. (Mitt. Inst. Allg. Bot. Hamburg),,legitimate,,,
https://tropicos.org/name/35158615,Cryptodicranum setosum,E.B.Bartram,The Bryologist 41: 128. f. 1–8. 1938. (Bryologist),,legitimate,,,
https://tropicos.org/name/35158614,Cryptodicranum armitii var. fragilifolium,E.B.Bartram,The Bryologist 48: 111. 1945. (Bryologist),,legitimate,,,
https://tropicos.org/name/35204725,Dicranum psathyrum,Klazenga,Journal of the Hattori Botanical Laboratory 87: 118. 1999. (J. Hattori Bot. Lab.),,legitimate,,https://tropicos.org/name/35121530,
https://tropicos.org/name/35121530,Dicranoloma fragile,Broth.,"Die natürlichen Pflanzenfamilien, Zweite Auflage 10: 209. 1924. (Nat. Pflanzenfam. (ed. 2) )",,legitimate,,https://tropicos.org/name/35122365,
https://tropicos.org/name/35122365,Dicranum fragile,Hook.,Musci Exotici 2: 134. 1819. (Musci Exot.),,illegitimate,,,
https://tropicos.org/name/35157135,Cecalyphum dichotomum,P.Beauv.,Prodrome des Cinquième et Sixième Familles de l'Aethéogamie 51. 1805. (Prodr. Aethéogam.),,legitimate,,,
https://tropicos.org/name/35121596,Dicranoloma platycaulon,Dixon,"New Zealand Institute Bulletin 3(1) tcs: 15, pl. 3 f. 10. 1913. (New Zealand Inst. Bull.)",,legitimate,,,
https://tropicos.org/name/35121858,Dicranum alboalare,Müll.Hal.,Enumeratio Bryinearum Exoticarum 55. 1888. (Enum. Bryin. Exot.),,invalid,,,
https://tropicos.org/name/35122093,Dicranum chiloense,Müll.Hal.,Enumeratio Bryinearum Exoticarum 54. 1888. (Enum. Bryin. Exot.),,invalid,,,
https://tropicos.org/name/35122121,Dicranum commutatum,A.Jaeger,Bericht über die Thätigkeit der St. Gallischen Naturwissenschaftlichen Gesellschaft 1877–78: 495. 1880. (Ber. Thätigk. St. Gallischen Naturwiss. Ges.),,invalid,,,
https://tropicos.org/name/35122178,Dicranum cryptopodium,Broth. & Geh.,Bibliotheca Botanica 44: 3. 1898. (Biblioth. Bot.),,invalid,,,
https://tropicos.org/name/35124044,Dicranum reduncum,Duby,Synopsis Muscorum Frondosorum omnium hucusque Cognitorum 1: 374. 1848. (Syn. Musc. Frond.),,invalid,,,
https://tropicos.org/name/35124390,Dicranum tabulare,Rehmann,Revue Bryologique 5: 69. 1878. (Rev. Bryol.),,invalid,,,
https://tropicos.org/name/35131611,Dicranum truncorum,Müll.Hal.,Botanische Zeitung (Berlin) 17: 215. 1859. (Bot. Zeitung (Berlin) ),,legitimate,,,
https://tropicos.org/name/35000378,Dicranoloma,(Renauld) Renauld,Revue Bryologique 28(4): 69–70. 1901. (Rev. Bryol.),,legitimate,,,
https://tropicos.org/name/35000314,Cryptodicranum,E.B.Bartram,The Bryologist 41: 127. 1938. (Bryologist),,legitimate,,,
https://tropicos.org/name/35000381,Dicranum,Hedw.,Species Muscorum Frondosorum 126. 1801. (Sp. Musc. Frond.),,legitimate,,,
https://tropicos.org/name/35001506,Dicranaceae,Schimp.,Corollarium Bryologiae Europaeae 11. 1856. (Coroll. Bryol. Eur.),,legitimate,,,
