ID,taxonConceptLabel,taxonNameID,accordingToID,taxonRank,parentID
https://tropicos.org/reference/9020903#name-35121458,Dicranoloma assimile sec. Klazenga 1999,https://tropicos.org/name/35121458,https://tropicos.org/reference/9020903,species,https://tropicos.org/reference/9020903#name-35000378
https://tropicos.org/reference/9020903#name-35204723,Dicranoloma bartramianum sec. Klazenga 1999,https://tropicos.org/name/35204723,https://tropicos.org/reference/9020903,species,https://tropicos.org/reference/9020903#name-35000378
https://tropicos.org/reference/9020903#name-35121475,Dicranoloma blumei sec. Klazenga 1999,https://tropicos.org/name/35121475,https://tropicos.org/reference/9020903,species,https://tropicos.org/reference/9020903#name-35000378
https://tropicos.org/reference/9020903#name-35121467,Dicranoloma billarderii sec. Klazenga 1999,https://tropicos.org/name/35121467,https://tropicos.org/reference/9020903,species,https://tropicos.org/reference/9020903#name-35000378
https://tropicos.org/reference/9020903#name-35121486,Dicranoloma braunii sec. Klazenga 1999,https://tropicos.org/name/35121486,https://tropicos.org/reference/9020903,species,https://tropicos.org/reference/9020903#name-35000378
https://tropicos.org/reference/9020903#name-35121491,Dicranoloma brevisetum sec. Klazenga 1999,https://tropicos.org/name/35121491,https://tropicos.org/reference/9020903,species,https://tropicos.org/reference/9020903#name-35000378
https://tropicos.org/reference/9020903#name-35204724,Dicranoloma cutlackii sec. Klazenga 1999,https://tropicos.org/name/35204724,https://tropicos.org/reference/9020903,species,https://tropicos.org/reference/9020903#name-35000378
https://tropicos.org/reference/9020903#name-35121514,Dicranoloma dicarpon sec. Klazenga 1999,https://tropicos.org/name/35121514,https://tropicos.org/reference/9020903,species,https://tropicos.org/reference/9020903#name-35000378
https://tropicos.org/reference/9020903#name-35121609,Dicranoloma reflexum sec. Klazenga 1999,https://tropicos.org/name/35121609,https://tropicos.org/reference/9020903,species,https://tropicos.org/reference/9020903#name-35000378
https://tropicos.org/reference/9020903#name-35121509,Dicranoloma daymannianum sec. Klazenga 1999,https://tropicos.org/name/35121509,https://tropicos.org/reference/9020903,species,https://tropicos.org/reference/9020903#name-35000378
https://tropicos.org/reference/9020903#name-35184079,Dicranoloma geluense sec. Klazenga 1999,https://tropicos.org/name/35184079,https://tropicos.org/reference/9020903,species,https://tropicos.org/reference/9020903#name-35000378
https://tropicos.org/reference/9020903#name-35121542,Dicranoloma havilandii sec. Klazenga 1999,https://tropicos.org/name/35121542,https://tropicos.org/reference/9020903,species,https://tropicos.org/reference/9020903#name-35000378
https://tropicos.org/reference/9020903#name-35121617,Dicranoloma rugifolium sec. Klazenga 1999,https://tropicos.org/name/35121617,https://tropicos.org/reference/9020903,species,https://tropicos.org/reference/9020903#name-35000378
https://tropicos.org/reference/9020903#name-35200565,Dicranoloma steenisii sec. Klazenga 1999,https://tropicos.org/name/35200565,https://tropicos.org/reference/9020903,species,https://tropicos.org/reference/9020903#name-35000378
https://tropicos.org/reference/9020903#name-35204725,Dicranum psathyrum sec. Klazenga 1999,https://tropicos.org/name/35204725,https://tropicos.org/reference/9020903,species,https://tropicos.org/reference/9020903#name-35000381
https://tropicos.org/reference/9020903#name-35000378,Dicranoloma sec. Klazenga 1999,https://tropicos.org/name/35000378,https://tropicos.org/reference/9020903,genus,https://tropicos.org/reference/9020903#name-35001506
https://tropicos.org/reference/9020903#name-35000314,Cryptodicranum sec. Klazenga 1999,https://tropicos.org/name/35000314,https://tropicos.org/reference/9020903,genus,https://tropicos.org/reference/9020903#name-35001506
https://tropicos.org/reference/9020903#name-35000381,Dicranum sec. Klazenga 1999,https://tropicos.org/name/35000381,https://tropicos.org/reference/9020903,genus,https://tropicos.org/reference/9020903#name-35001506
https://tropicos.org/reference/9020903#name-35001506,Dicranaceae sec. Klazenga 1999,https://tropicos.org/name/35001506,https://tropicos.org/reference/9020903,family,
